mod_type,model,predicted_abundance,MAPE,RMSE,Lo 95,Lo 50,Hi 50,Hi 95,coef_intercept,coef_log_lag_jack,coef_log_cum_cnt,coef_cnt_by_flow,covar_intercept,covar_log_lag_jack,covar_log_cum_cnt,covar_cnt_by_flow,effect_intercept,effect_log_lag_jack,effect_log_cum_cnt,effect_cnt_by_flow,year,MSA,MASE,coef_ar1,coef_ar2,coef_ar3,coef_ma1,logit_p,logit_p_sd,coef_cfs_mean_ema,coef_cfs_mean_ema_sd,date,ecotype,coef_ma2,coef_drift,coef_ma3,coef_ar4
ARIMA,RMSE_weighted,133718.431,14.111,38832.418,74332.593,108773.519,165280.924,251916.326,2.682,0.145,0.344,0.053,NA,0.429,-0.285,-1.257,NA,0.062,-0.098,-0.067,2024,14.071,0.494,NA,NA,NA,-0.395,NA,NA,NA,NA,2024-05-05,spring,NA,0.012,NA,NA
Joint_Lik,NA,120905.005,NA,NA,77411.219,101918.64,145872.226,217291.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.644,0.406,-0.351,0.086,2024-05-05,spring,NA,NA,NA,NA
DLM,PenDlm,124270.241,16.718,41335.019,82134.279,107764.868,143303.594,188022.505,0.351,0.28,0.468,0.086,1,0.429,-0.295,-1.273,0.351,0.12,-0.138,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-06,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,131486.906,11.966,30778.191,77438.872,109011.619,159644.737,236102.09,2.574,0.159,0.351,0.04,NA,0.429,-0.285,-1.327,NA,0.068,-0.1,-0.053,2024,12.037,0.426,NA,NA,NA,-0.41,NA,NA,NA,NA,2024-05-06,spring,NA,0.01,NA,NA
Joint_Lik,NA,122064.783,NA,NA,80178.824,103865.394,145855.63,213302.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.551,0.397,-0.316,0.078,2024-05-06,spring,NA,NA,NA,NA
DLM,PenDlm,125049.062,15.754,36201.485,84509.1,109273.99,143101.463,185036.499,0.38,0.244,0.496,0.082,1,0.429,-0.285,-1.346,0.38,0.104,-0.141,-0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,129254.26,11.878,31541.627,81643.03,109969.44,152569.767,212170.036,2.119,0.123,0.39,0.041,NA,0.429,-0.275,-1.404,NA,0.053,-0.107,-0.058,2024,11.972,0.39,0.006,-0.043,NA,-0.447,NA,NA,NA,NA,2024-05-07,spring,NA,0.011,NA,NA
Joint_Lik,NA,122547.701,NA,NA,82043.97,104943.416,145569.686,210875.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.449,0.398,-0.287,0.075,2024-05-07,spring,NA,NA,NA,NA
DLM,PenDlm,125144.931,15.733,36312.584,85315.976,109687.034,142781.268,183567.658,0.391,0.207,0.54,0.074,1,0.429,-0.266,-1.393,0.391,0.089,-0.143,-0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-08,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,127720.242,11.607,28432.899,83651.053,109989.136,149016.048,203037.846,1.975,0.122,0.4,0.035,NA,0.429,-0.254,-1.454,NA,0.052,-0.102,-0.051,2024,11.839,0.387,0.006,-0.042,NA,-0.457,NA,NA,NA,NA,2024-05-08,spring,NA,0.009,NA,NA
Joint_Lik,NA,120706.014,NA,NA,82812.521,104224.367,142279.563,203561.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.317,0.399,-0.252,0.073,2024-05-08,spring,NA,NA,NA,NA
DLM,PenDlm,128569.291,13.509,29646.888,89520.621,113510.111,145626.344,184650.893,0.387,0.17,0.579,0.061,1,0.429,-0.173,-1.417,0.387,0.073,-0.1,-0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-09,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,131813.842,11.611,31196.038,89044.321,114736.189,152152.921,203158.099,1.819,0.107,0.419,0.03,NA,0.429,-0.16,-1.477,NA,0.046,-0.067,-0.045,2024,11.761,0.381,0.006,-0.039,NA,-0.464,NA,NA,NA,NA,2024-05-09,spring,NA,0.009,NA,NA
Joint_Lik,NA,121775.922,NA,NA,86176.18,106240.442,142197.008,200576.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133,0.405,-0.221,0.072,2024-05-09,spring,NA,NA,NA,NA
DLM,PenDlm,127418.82,13.591,30420.936,88442.182,112373.232,144478.854,183572.537,0.356,0.152,0.623,0.061,1,0.429,-0.118,-1.42,0.356,0.065,-0.074,-0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-10,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,130912.246,11.487,30474.316,90325.361,114768.763,150065.581,197883.122,1.771,0.101,0.429,0.027,NA,0.429,-0.105,-1.477,NA,0.043,-0.045,-0.04,2024,11.611,0.369,0.006,-0.037,NA,-0.464,NA,NA,NA,NA,2024-05-10,spring,NA,0.008,NA,NA
Joint_Lik,NA,119307.655,NA,NA,87243.027,105282.82,137796.885,190887.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.41,-0.201,0.071,2024-05-10,spring,NA,NA,NA,NA
DLM,PenDlm,124761.714,13.363,29895.904,86291.235,109895.644,141638.783,180383.155,0.323,0.135,0.653,0.076,1,0.429,-0.067,-1.422,0.323,0.058,-0.044,-0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-11,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,130044.056,11.467,29736.471,91431.906,114722.636,148190.927,193461.483,1.699,0.095,0.436,0.024,NA,0.429,-0.053,-1.476,NA,0.041,-0.023,-0.035,2024,11.583,0.355,0.005,-0.037,NA,-0.468,NA,NA,NA,NA,2024-05-11,spring,NA,0.008,NA,NA
Joint_Lik,NA,118768.885,NA,NA,89349.233,105890.753,135763.56,184637.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.411,-0.18,0.07,2024-05-11,spring,NA,NA,NA,NA
DLM,PenDlm,121624.217,13.229,28913.602,84177.297,107156.582,138045.185,175729.688,0.307,0.113,0.691,0.098,1,0.429,-0.032,-1.445,0.307,0.048,-0.022,-0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-12,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,128822.677,11.866,32523.653,91537.014,114008.09,146418.953,190585.834,1.75,0.085,0.435,0.022,NA,0.429,-0.018,-1.493,NA,0.036,-0.008,-0.032,2024,11.848,0.374,-0.11,-0.155,NA,-0.175,NA,NA,NA,NA,2024-05-12,spring,-0.106,NA,0.084,NA
Joint_Lik,NA,118012.225,NA,NA,90864.278,106110.643,133748.377,179134.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,0.414,-0.166,0.07,2024-05-12,spring,NA,NA,NA,NA
DLM,PenDlm,125132.695,13.724,29505.601,85565.805,109790.42,142618.921,182995.897,0.27,0.135,0.71,0.063,1,0.429,-0.004,-1.447,0.27,0.058,-0.003,-0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-13,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,128165.172,12.934,33151.024,90040.654,112844.067,146670.278,194575.128,2.204,0.101,0.423,0.021,NA,0.429,0.011,-1.49,NA,0.043,0.005,-0.032,2024,12.985,0.395,-0.122,-0.119,NA,-0.124,NA,NA,NA,NA,2024-05-13,spring,-0.096,NA,0.067,NA
Joint_Lik,NA,117536.069,NA,NA,92078.488,106330.789,132427.757,175713.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,0.422,-0.154,0.071,2024-05-13,spring,NA,NA,NA,NA
DLM,PenDlm,122974.52,12.661,27502.927,85202.252,108385.849,139526.818,177492.171,0.243,0.114,0.728,0.062,1,0.429,0.005,-1.413,0.243,0.049,0.004,-0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-14,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,125599.211,14.216,32103.605,88907.941,110825.203,143529.758,190483.554,1.705,0.079,0.443,0.022,NA,0.429,0.02,-1.447,NA,0.034,0.009,-0.032,2024,14.271,0.428,-0.126,-0.116,NA,-0.197,NA,NA,NA,NA,2024-05-14,spring,NA,NA,NA,NA
Joint_Lik,NA,115080.63,NA,NA,91943.434,104855.869,128739.328,168751.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.429,-0.149,0.073,2024-05-14,spring,NA,NA,NA,NA
DLM,PenDlm,121800.345,12.37,26166.11,84914.797,107580.797,137899.369,174708.348,0.226,0.083,0.75,0.052,1,0.429,0.003,-1.339,0.226,0.035,0.002,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-15,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,122891.389,13.976,30907.622,88213.455,108950.041,139792.309,184024.927,1.642,0.073,0.452,0.021,NA,0.429,0.018,-1.362,NA,0.031,0.008,-0.029,2024,14.01,0.419,-0.128,-0.113,NA,-0.195,NA,NA,NA,NA,2024-05-15,spring,NA,NA,NA,NA
Joint_Lik,NA,112642.014,NA,NA,91615.221,103321.944,125140.535,161969.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,0.435,-0.142,0.074,2024-05-15,spring,NA,NA,NA,NA
DLM,PenDlm,118843.983,12.216,24331.298,84238.753,105570.154,133786.792,167665.019,0.194,0.06,0.734,0.049,1,0.429,-0,-1.272,0.194,0.026,-0,-0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-16,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,119369.345,14.166,29121.391,86058.249,105948.032,135690.245,178618.823,1.785,0.075,0.448,0.021,NA,0.429,0.015,-1.286,NA,0.032,0.007,-0.027,2024,14.051,0.415,-0.129,-0.103,NA,-0.188,NA,NA,NA,NA,2024-05-16,spring,NA,NA,NA,NA
Joint_Lik,NA,110116.77,NA,NA,91139.099,101676.779,121484.231,155201.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859,0.441,-0.132,0.075,2024-05-16,spring,NA,NA,NA,NA
DLM,PenDlm,118960.549,11.763,23919.895,85058.886,105990.864,133517.285,166374.298,0.18,0.057,0.74,0.036,1,0.429,-0.004,-1.211,0.18,0.024,-0.003,-0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-17,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,119452.355,12.977,26386.332,87136.539,106475.792,135165.962,176221.786,1.663,0.077,0.459,0.02,NA,0.429,0.012,-1.22,NA,0.033,0.005,-0.024,2024,12.974,0.381,-0.114,-0.104,NA,-0.236,NA,NA,NA,NA,2024-05-17,spring,NA,NA,NA,NA
Joint_Lik,NA,109668.986,NA,NA,91449.425,101535.595,120677.228,153572.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,0.449,-0.124,0.076,2024-05-17,spring,NA,NA,NA,NA
DLM,PenDlm,118431.149,11.242,21362.782,85394.964,105824.777,132539.256,164247.825,0.17,0.052,0.744,0.032,1,0.429,-0.004,-1.17,0.17,0.022,-0.003,-0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-18,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,118368.254,12.736,24712.989,87401.703,105991.254,133270.617,171872.091,1.558,0.073,0.47,0.02,NA,0.429,0.011,-1.171,NA,0.031,0.005,-0.023,2024,12.774,0.366,-0.119,-0.103,NA,-0.247,NA,NA,NA,NA,2024-05-18,spring,NA,NA,NA,NA
Joint_Lik,NA,109029.178,NA,NA,91714.756,101280.408,119551.266,151150.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996,0.454,-0.12,0.077,2024-05-18,spring,NA,NA,NA,NA
DLM,PenDlm,118906.511,10.729,19940.679,86664.675,106643.457,132579.709,163143.27,0.157,0.061,0.742,0.019,1,0.429,-0.005,-1.132,0.157,0.026,-0.004,-0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-19,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,116971.931,12.823,24145.336,85371.998,104269.021,132347.269,172348.543,2.158,0.095,0.445,0.021,NA,0.429,0.011,-1.13,NA,0.041,0.005,-0.023,2024,12.844,0.356,-0.083,-0.086,NA,-0.238,NA,NA,NA,NA,2024-05-19,spring,NA,NA,NA,NA
Joint_Lik,NA,108697.816,NA,NA,92012.89,101207.397,118910.737,149772.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054,0.46,-0.113,0.079,2024-05-19,spring,NA,NA,NA,NA
DLM,PenDlm,118944.008,9.788,18051.325,89715.933,107943.247,131065.883,157694.141,0.158,0.044,0.766,0.014,1,0.429,-0.005,-1.081,0.158,0.019,-0.003,-0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-20,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,116902.642,11.195,20654.396,87757.552,105254.205,130913.569,167059.165,1.978,0.086,0.462,0.018,NA,0.429,0.011,-1.076,NA,0.037,0.005,-0.02,2024,11.376,0.318,-0.101,-0.098,NA,-0.246,NA,NA,NA,NA,2024-05-20,spring,NA,NA,NA,NA
Joint_Lik,NA,109054.097,NA,NA,92866.28,101796.864,118931.227,148696.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.094,0.457,-0.097,0.078,2024-05-20,spring,NA,NA,NA,NA
DLM,PenDlm,119162.218,8.38,15726.318,94297.914,109941.595,129156.161,150582.697,0.16,0.026,0.797,0.003,1,0.429,-0.008,-1.059,0.16,0.011,-0.006,-0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-21,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,117824.965,10.077,18616.897,91801.158,107490.453,130172.813,161751.736,1.787,0.071,0.487,0.017,NA,0.429,0.008,-1.056,NA,0.03,0.004,-0.017,2024,10.198,0.29,0.02,-0.197,NA,-0.382,NA,NA,NA,NA,2024-05-21,spring,0.196,0.002,NA,NA
Joint_Lik,NA,109115.666,NA,NA,93629.447,102207.601,118456.432,146328.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.136,0.447,-0.076,0.075,2024-05-21,spring,NA,NA,NA,NA
DLM,PenDlm,119106.177,7.074,13391.088,98836.592,111700.152,127003.241,143532.684,0.163,0.01,0.83,0.001,1,0.429,-0.007,-1.06,0.163,0.004,-0.006,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-22,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,117234.717,8.446,16179.207,94640.001,108286.83,127919.627,155339.039,1.406,0.063,0.504,0.015,NA,0.429,0.009,-1.064,NA,0.027,0.005,-0.016,2024,8.534,0.253,0,-0.199,NA,-0.404,NA,NA,NA,NA,2024-05-22,spring,0.206,NA,NA,NA
Joint_Lik,NA,109769.73,NA,NA,94700.618,103080.735,118756.667,145313.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.162,0.438,-0.061,0.072,2024-05-22,spring,NA,NA,NA,NA
DLM,PenDlm,118684.63,6.465,12141.013,101116.499,112318.747,125411.311,139305.073,0.159,0.001,0.851,0,1,0.429,-0.006,-1.024,0.159,0,-0.005,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-23,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,116418.27,7.829,15366.882,95258.045,108054.621,126388.455,151929.846,1.307,0.057,0.51,0.013,NA,0.429,0.011,-1.032,NA,0.024,0.006,-0.014,2024,7.899,0.241,0.029,NA,NA,-0.416,NA,NA,NA,NA,2024-05-23,spring,NA,NA,NA,NA
Joint_Lik,NA,110249.328,NA,NA,95638.827,103783.183,118903.478,144328.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.197,0.432,-0.046,0.07,2024-05-23,spring,NA,NA,NA,NA
DLM,PenDlm,117856.939,5.819,10998.743,102527.118,112338.707,123646.234,135478.869,0.149,0,0.867,0,1,0.429,-0.005,-1.012,0.149,0,-0.004,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-24,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,116017.656,7.077,14383.908,96544.901,108344.789,125135.28,148397.664,1.197,0.051,0.522,0.012,NA,0.429,0.012,-1.024,NA,0.022,0.006,-0.012,2024,7.126,0.222,0.027,NA,NA,-0.414,NA,NA,NA,NA,2024-05-24,spring,NA,NA,NA,NA
Joint_Lik,NA,110364.682,NA,NA,96317.201,104158.922,118651.026,142909.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243,0.429,-0.038,0.069,2024-05-24,spring,NA,NA,NA,NA
DLM,PenDlm,117184.294,5.565,10008.1,102816.659,112026.45,122579.612,133559.668,0.142,0,0.872,0,1,0.429,-0.007,-1.039,0.142,0,-0.006,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-25,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,115616.964,6.919,13758.683,97046.555,108340.001,124196.833,145787.837,1.221,0.051,0.528,0.01,NA,0.429,0.01,-1.053,NA,0.022,0.006,-0.011,2024,6.978,0.216,0.027,NA,NA,-0.418,NA,NA,NA,NA,2024-05-25,spring,NA,NA,NA,NA
Joint_Lik,NA,110020.793,NA,NA,96510.658,104039.174,118030.724,141581.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.297,0.433,-0.035,0.069,2024-05-25,spring,NA,NA,NA,NA
DLM,PenDlm,116838.723,5.296,9325.606,103214.045,111958.195,121932.006,132261.915,0.136,0,0.875,0,1,0.429,-0.005,-1.084,0.136,0,-0.004,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-26,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,116156.714,6.773,13078.795,98194.312,109124.634,124442.362,145287.984,1.169,0.049,0.534,0.01,NA,0.429,0.013,-1.1,NA,0.021,0.007,-0.01,2024,6.839,0.21,0.026,NA,NA,-0.453,NA,NA,NA,NA,2024-05-26,spring,NA,0.002,NA,NA
Joint_Lik,NA,109758.843,NA,NA,96848.508,104028.169,117458.124,140209.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.438,-0.041,0.069,2024-05-26,spring,NA,NA,NA,NA
DLM,PenDlm,116542.747,4.903,8874.798,103914.517,112032.566,121234.498,130705.625,0.13,0,0.879,0,1,0.429,-0.002,-1.129,0.13,0,-0.002,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-27,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,115250.162,6.462,12258.386,98153.239,108532.873,123215.356,143514.705,1.032,0.043,0.539,0.009,NA,0.429,0.015,-1.145,NA,0.018,0.008,-0.011,2024,6.537,0.2,0.023,NA,NA,-0.416,NA,NA,NA,NA,2024-05-27,spring,NA,NA,NA,NA
Joint_Lik,NA,109737.147,NA,NA,97429.066,104276.091,117070.21,138721.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.418,0.437,-0.046,0.069,2024-05-27,spring,NA,NA,NA,NA
DLM,PenDlm,116165.628,4.66,8784.118,104030.339,111837.531,120661.222,129716.517,0.125,0,0.884,0,1,0.429,-0.002,-1.15,0.125,0,-0.002,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-28,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,115100.808,6.283,11796.751,98772.339,108692.76,122692.507,142028.702,0.974,0.04,0.546,0.009,NA,0.429,0.016,-1.172,NA,0.017,0.008,-0.01,2024,6.369,0.194,0.022,NA,NA,-0.414,NA,NA,NA,NA,2024-05-28,spring,NA,NA,NA,NA
Joint_Lik,NA,109660.399,NA,NA,97860.302,104424.289,116692.181,137457.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.437,-0.048,0.069,2024-05-28,spring,NA,NA,NA,NA
DLM,PenDlm,115808.659,4.365,8438.893,104356.43,111732.284,120033.754,128517.673,0.121,-0,0.889,-0,1,0.429,-0.003,-1.152,0.121,-0,-0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-29,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,115044.43,5.813,11225.612,99792.327,109084.746,122073.06,139877.474,0.844,0.033,0.557,0.007,NA,0.429,0.015,-1.178,NA,0.014,0.009,-0.009,2024,5.889,0.182,0.018,NA,NA,-0.413,NA,NA,NA,NA,2024-05-29,spring,NA,NA,NA,NA
Joint_Lik,NA,109740.486,NA,NA,98315.922,104666.265,116563.129,136747.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513,0.439,-0.049,0.068,2024-05-29,spring,NA,NA,NA,NA
DLM,PenDlm,115456.879,4.121,8174.214,104433.1,111537.755,119513.711,127644.31,0.114,-0,0.892,-0,1,0.429,-0.001,-1.164,0.114,-0,-0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-30,spring,NA,NA,NA,NA
ARIMA,MAPE_weighted,114708.224,5.423,10667.415,99673.725,108818.17,121676.169,139401.65,0.887,0.034,0.557,0.007,NA,0.429,0.018,-1.194,NA,0.015,0.01,-0.009,2024,5.489,0.17,0.02,NA,NA,-0.408,NA,NA,NA,NA,2024-05-30,spring,NA,NA,NA,NA
Joint_Lik,NA,109579.219,NA,NA,98712.01,104742.775,116099.236,135465.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.579,0.443,-0.053,0.069,2024-05-30,spring,NA,NA,NA,NA
DLM,PenDlm,114941.058,3.832,7703.223,104364.317,111185.465,118823.506,126589.693,0.109,-0,0.896,0,1,0.429,-0.002,-1.142,0.109,-0,-0.002,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-31,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,114388.981,5.144,10285.673,100052.897,108807.858,120932.28,137314.458,0.897,0.034,0.563,0.006,NA,0.429,0.016,-1.176,NA,0.015,0.009,-0.007,2024,5.209,0.161,0.019,NA,NA,-0.417,NA,NA,NA,NA,2024-05-31,spring,NA,NA,NA,NA
Joint_Lik,NA,109244.942,NA,NA,98925.519,104640.794,115472.004,134059.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.646,0.448,-0.056,0.069,2024-05-31,spring,NA,NA,NA,NA
DLM,PenDlm,114279.139,3.657,7504.48,103895.675,110593.683,118087.41,125700.338,0.103,-0,0.9,0,1,0.429,-0.004,-1.149,0.103,-0,-0.004,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-01,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,113867.686,4.973,9907.745,99851.893,108417.16,120247.353,136169.63,0.898,0.034,0.566,0.006,NA,0.429,0.014,-1.188,NA,0.015,0.008,-0.007,2024,5.035,0.154,0.02,NA,NA,-0.431,NA,NA,NA,NA,2024-06-01,spring,NA,NA,NA,NA
Joint_Lik,NA,108787.366,NA,NA,98993.785,104390.307,114783.304,132905.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.722,0.46,-0.059,0.071,2024-06-01,spring,NA,NA,NA,NA
DLM,PenDlm,114125.246,3.487,7099.397,104057.039,110555.011,117810.777,125167.618,0.098,-0,0.907,0,1,0.429,-0.001,-1.178,0.098,-0,-0.001,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-02,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,113881.984,4.749,9343.387,100188.393,108556.122,120118.13,135696.495,0.874,0.033,0.57,0.006,NA,0.429,0.017,-1.22,NA,0.014,0.01,-0.007,2024,4.808,0.147,0.019,NA,NA,-0.443,NA,NA,NA,NA,2024-06-02,spring,NA,NA,NA,NA
Joint_Lik,NA,108828.64,NA,NA,99466.324,104595.105,114656.008,132521.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.797,0.474,-0.065,0.073,2024-06-02,spring,NA,NA,NA,NA
DLM,PenDlm,113768.633,3.283,6848.559,104253.915,110400.106,117239.941,124151.711,0.093,-0,0.914,0,1,0.429,-0.001,-1.192,0.093,-0,-0.001,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-03,spring,NA,NA,NA,NA
ARIMA,MSA_weighted,113638.926,4.396,8854.584,100357.024,108466.19,119707.785,134920.459,0.856,0.032,0.573,0.006,NA,0.429,0.018,-1.237,NA,0.014,0.01,-0.007,2024,4.44,0.136,0.019,NA,NA,-0.451,NA,NA,NA,NA,2024-06-03,spring,NA,NA,NA,NA
Joint_Lik,NA,108528.717,NA,NA,99753.196,104533.327,114078.254,131328.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.888,0.487,-0.076,0.076,2024-06-03,spring,NA,NA,NA,NA
DLM,PenDlm,112782.414,3.086,6418.761,104118.346,109722.346,115927.825,122167.451,0.086,-0.002,0.925,-0,1,0.429,-0.007,-1.175,0.086,-0.001,-0.006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-04,spring,NA,NA,NA,NA
ARIMA,RMSE_weighted,112810.195,4.106,8400.643,100800.985,108164.666,118215.863,131597.504,0.746,0.027,0.584,0.005,NA,0.429,0.012,-1.222,NA,0.012,0.007,-0.006,2024,4.139,0.129,0.019,NA,NA,-0.459,NA,NA,NA,NA,2024-06-04,spring,NA,NA,NA,NA
Joint_Lik,NA,108043.763,NA,NA,99834.33,104293.925,113274.84,129642.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.968,0.494,-0.075,0.077,2024-06-04,spring,NA,NA,NA,NA
